container.title,created,doi,title,type,first.author,authors
PLOS ONE,2019-09-24,10.1371/journal.pone.0222615,How do seabirds modify their search behaviour when encountering fishing boats?,journal-article,Corbeau,"Alexandre Corbeau, Julien Collet, Melissa Fontenille, Henri Weimerskirch"
PLOS ONE,2020-07-27,10.1371/journal.pone.0235750,Machine learning for modeling animal movement,journal-article,Wijeyakulasuriya,"Dhanushi A. Wijeyakulasuriya, Elizabeth W. Eisenhauer, Benjamin A. Shaby, Ephraim M. Hanks"
PLOS ONE,2021-02-12,10.1371/journal.pone.0246809,Resource selection of a nomadic ungulate in a dynamic landscape,journal-article,Stratmann,"Theresa S. M. Stratmann, Nandintsetseg Dejid, Justin M. Calabrese, William F. Fagan, Christen H. Fleming, Kirk A. Olson, Thomas Mueller"
PLOS ONE,2021-07-16,10.1371/journal.pone.0254686,Comparing non-breeding distribution and behavior of red-legged kittiwakes from two geographically distant colonies,journal-article,Drummond,"Brie A. Drummond, Rachael A. Orben, Aaron M. Christ, Abram B. Fleishman, Heather M. Renner, Nora A. Rojek, Marc D. Romano"
PLOS ONE,2022-06-29,10.1371/journal.pone.0267730,Micro-sized open-source and low-cost GPS loggers below 1 g minimise the impact on animals while collecting thousands of fixes,journal-article,Wild,"Timm A. Wild, Jens C. Koblitz, Dina K. N. Dechmann, Christian Dietz, Mirko Meboldt, Martin Wikelski"
The Auk,2010-11-08,10.1525/auk.2010.10029,At-Sea Distribution and Behavior of Streaked Shearwaters (<i>Calonectris leucomelas</i>) During the Nonbreeding Period,journal-article,Yamamoto,"Takashi Yamamoto, Akinori Takahashi, Nobuhiro Katsumata, Katsufumi Sato, Philip N. Trathan"
The Condor,2017-05-31,10.1650/condor-16-76.1,Environmental conditions and animal behavior influence performance of solar-powered GPS-GSM transmitters,journal-article,Byrne,"Michael E. Byrne, Amanda E. Holland, A. Lawrence Bryan, James C. Beasley"
The Condor,2018-04-25,10.1650/condor-17-179.1,"Environmental factors and fisheries influence the foraging patterns of a subtropical seabird, the Westland Petrel (<i>Procellaria westlandica</i>), in the Tasman Sea",journal-article,Waugh,"Susan M. Waugh, James W. Griffiths, Timothee A. Poupart, Dominique P. Filippi, Karyne Rogers, John Y. P. Arnould"
Waterbirds,2018-10-03,10.1675/063.041.0315,Insights into the Foraging Behavior of Magellanic Penguins (<i>Spheniscus magellanicus</i>),journal-article,Gómez-Laich,"Agustina Gómez-Laich, Ken Yoda, Flavio Quintana"
Ecology,2010-06-22,10.1890/08-2019.1,"Predicting feeding success in a migratory predator: integrating telemetry, environment, and modeling techniques",journal-article,Bestley,"Sophie Bestley, Toby A. Patterson, Mark A. Hindell, John S. Gunn"
Ecology,2010-10-03,10.1890/10-0611.1,Estimating behavioral parameters in animal movement models using a state-augmented particle filter,journal-article,Dowd,"Michael Dowd, Ruth Joy"
Ecological Applications,2014-05-28,10.1890/13-1971.1,Novel opportunities for wildlife conservation and research with real-time monitoring,journal-article,Wall,"Jake Wall, George Wittemyer, Brian Klinkenberg, Iain Douglas-Hamilton"
Journal of Robotics and Mechatronics,2021-06-19,10.20965/jrm.2021.p0526,Application of Inertial and GNSS Integrated Navigation to Seabird Biologging,journal-article,Naruoka,"Masaru Naruoka, Yusuke Goto, Henri Weimerskirch, Takashi Mukai, Taichi Sakamoto, Kentaro Q. Sakamoto, Katsufumi Sato, NA NA, NA NA, NA NA, NA NA"
Ornithological Science,2017-01-30,10.2326/osj.16.17,Effect of Wind on the Flight of Brown Booby Fledglings,journal-article,Yamamoto,"Takashi Yamamoto, Hiroyoshi Kohno, Akira Mizutani, Hanako Sato, Hiroki Yamagishi, Yutaka Fujii, Miku Murakoshi, Ken Yoda"
Aquatic Biology,2014-05-08,10.3354/ab00574,Overinflated behavioural energetics: using dynamic body acceleration to accurately measure behaviour duration and estimate energy expenditure,journal-article,Robson,"AA Robson, RP Mansfield"
Endangered Species Research,2012-07-24,10.3354/esr00452,Accelerometers in collars identify behavioral states in captive African elephants Loxodonta africana ,journal-article,Soltis,"J Soltis, RP Wilson, I Douglas-Hamilton, F Vollrath, LE King, A Savage"
Endangered Species Research,2016-07-14,10.3354/esr00746,Accelerometers and simple algorithms identify activity budgets and body orientation in African elephants Loxodonta africana,journal-article,Soltis,"J Soltis, L King, F Vollrath, I Douglas-Hamilton"
Endangered Species Research,2019-05-22,10.3354/esr00967,Developing low-cost tags: assessing the ecological impacts of tethered tag technology on host species,journal-article,Senko,"JF Senko, WM Megill, LB Brooks, RP Templeton, V Koch"
Endangered Species Research,2019-06-21,10.3354/esr00969,Eastern Pacific migration strategies of pink-footed shearwaters Ardenna creatopus: implications for fisheries interactions and international conservation,journal-article,Felis,"JJ Felis, J Adams, PJ Hodum, RD Carle, V Colodro"
Marine Ecology Progress Series,2011-09-21,10.3354/meps09376,Variability of resource partitioning in sympatric tropical boobies,journal-article,Kappes,"MA Kappes, H Weimerskirch, D Pinaud, M Le Corre"
Marine Ecology Progress Series,2012-03-19,10.3354/meps09708,Synchronous mother and calf foraging behaviour in humpback whales Megaptera novaeangliae: insights from multi-sensor suction cup tags,journal-article,Tyson,"RB Tyson, AS Friedlaender, C Ware, AK Stimpert, DP Nowacek"
Marine Ecology Progress Series,2012-10-24,10.3354/meps10083,Year-round distribution and habitat preferences of the Bugio petrel,journal-article,Ramírez,"I Ramírez, VH Paiva, D Menezes, I Silva, RA Phillips, JA Ramos, S Garthe"
Marine Ecology Progress Series,2014-12-16,10.3354/meps11140,GPS-loggers influence behaviour and physiology in the black-legged kittiwake Rissa tridactyla,journal-article,Heggøy,"O Heggøy, S Christensen-Dalsgaard, PS Ranke, O Chastel, C Bech"
Marine Ecology Progress Series,2015-08-03,10.3354/meps11443,Simultaneous multi-colony tracking of a pelagic seabird reveals cross-colony utilization of a shared foraging area,journal-article,Dean,"B Dean, H Kirk, A Fayet, A Shoji, R Freeman, K Leonard, CM Perrins, T Guilford"
Marine Ecology Progress Series,2016-03-29,10.3354/meps11710,"Current wintering habitat of an endemic seabird of Réunion Island, Barau’s petrel Pterodroma baraui, and predicted changes induced by global warming",journal-article,Legrand,"B Legrand, A Benneveau, A Jaeger, P Pinet, G Potin, S Jaquemet, M Le Corre"
Marine Ecology Progress Series,2016-10-04,10.3354/meps11906,"Prey density and depth affect the fine-scale foraging behavior of humpback whales Megaptera novaeangliae in Sitka Sound, Alaska, USA",journal-article,Burrows,"JA Burrows, DW Johnston, JM Straley, EM Chenoweth, C Ware, C Curtice, SL DeRuiter, AS Friedlaender"
Marine Ecology Progress Series,2016-10-31,10.3354/meps11950,Influence of sea ice phenology on the movement ecology of ringed seals across their latitudinal range,journal-article,Yurkowski,"DJ Yurkowski, CAD Semeniuk, LA Harwood, A Rosing-Asvid, R Dietz, TM Brown, S Clackett, A Grgicak-Mannion, AT Fisk, SH Ferguson"
Marine Ecology Progress Series,2018-01-19,10.3354/meps12486,"Habitat preference and dive behavior of non‑breeding emperor penguins in the eastern Ross Sea, Antarctica",journal-article,Goetz,"KT Goetz, BI McDonald, GL Kooyman"
Marine Ecology Progress Series,2018-03-07,10.3354/meps12534,Selective occupancy of a persistent yet variable coastal river plume by two seabird species,journal-article,Phillips,"EM Phillips, JK Horne, J Adams, JE Zamon"
Marine Ecology Progress Series,2018-11-21,10.3354/meps12827,Success comes with consistency in hard times: foraging repeatability relates to sex and breeding output in African penguins,journal-article,Traisnel,"G Traisnel, L Pichegru"
Marine Ecology Progress Series,2019-04-30,10.3354/meps12969,Broad-scale movements of juvenile white sharks Carcharodon carcharias in eastern Australia from acoustic and satellite telemetry,journal-article,Bruce,"BD Bruce, D Harasti, K Lee, C Gallen, R Bradford"
Marine Ecology Progress Series,2019-08-09,10.3354/meps13089,"Effects of windscape on three-dimensional foraging behaviour in a wide-ranging marine predator, the northern gannet",journal-article,Lane,"JV Lane, DV Spracklen, KC Hamer"
Marine Ecology Progress Series,2019-08-09,10.3354/meps13095,Variability in at-sea foraging behaviour of little penguins Eudyptula minor in response to finescale environmental features,journal-article,Phillips,"LR Phillips, M Hindell, AJ Hobday, MA Lea"
Marine Ecology Progress Series,2019-11-22,10.3354/meps13178,Habitat use and movement patterns of reef manta rays Mobula alfredi in southern Mozambique,journal-article,Venables,"SK Venables, DI van Duinkerken, CA Rohner, AD Marshall"
Marine Ecology Progress Series,2021-05-06,10.3354/meps13726,Searching on the edge: dynamic oceanographic features increase foraging opportunities in a small pelagic seabird,journal-article,De Pascalis,"F De Pascalis, D Pala, D Pisu, J Morinay, A Benvenuti, C Spano, A Ruiu, L Serra, D Rubolini, JG Cecere"
Marine Ecology Progress Series,2021-08-04,10.3354/meps13854,Year-round distribution of Northeast Atlantic seabird populations: applications for population management and marine spatial planning,journal-article,Fauchald,"P Fauchald, A Tarroux, F Amélineau, VS Bråthen, S Descamps, M Ekker, HH Helgason, MK Johansen, B Merkel, B Moe, J Åström, T Anker-Nilssen, O Bjørnstad, O Chastel, S Christensen-Dalsgaard, J Danielsen, F Daunt, N Dehnhard, KE Erikstad, A Ezhov, M Gavrilo, GT Hallgrimsson, ES Hansen, M Harris, M Helberg, JE Jónsson, Y Kolbeinsson, Y Krasnov, M Langset, SH Lorentsen, E Lorentzen, M Newell, B Olsen, TK Reiertsen, GH Systad, P Thompson, TL Thórarinsson, S Wanless, K Wojczulanis-Jakubas, H Strøm"
Marine Ecology Progress Series,2021-09-13,10.3354/meps13880,Similar at-sea behaviour but different habitat use between failed and successful breeding albatrosses,journal-article,Ponchon,"A Ponchon, A Gamble, J Tornos, K Delord, C Barbraud, JMJ Travis, H Weimerskirch, T Boulinier"
Marine Ecology Progress Series,2022-05-03,10.3354/meps14068,Cuvier’s beaked whale foraging dives identified via machine learning using depth and triaxial acceleration,journal-article,Sweeney,"DA Sweeney, GS Schorr, EA Falcone, BK Rone, RD Andrews, SN Coates, SL Watwood, SL DeRuiter, MP Johnson, DJ Moretti"
Journal of Raptor Research,2021-09-15,10.3356/jrr-20-94,Drivers of Flight Performance of California Condors (Gymnogyps californianus),journal-article,Bonner,"Sophie R. Bonner, Sharon A. Poessel, Joseph C. Brandt, Molly T. Astell, James R. Belthoff, Todd E. Katzner"
Frontiers in Ecology and Evolution,2015-05-27,10.3389/fevo.2015.00055,A framework to classify error in animal-borne technologies,journal-article,Burns,"Zackory T. Burns, E. Emiel van Loon"
Frontiers in Ecology and Evolution,2018-10-29,10.3389/fevo.2018.00171,Listening to Lions: Animal-Borne Acoustic Sensors Improve Bio-logger Calibration and Behaviour Classification Performance,journal-article,Wijers,"Matthew Wijers, Paul Trethowan, Andrew Markham, Byron du Preez, Simon Chamaillé-Jammes, Andrew Loveridge, David Macdonald"
Frontiers in Ecology and Evolution,2018-11-27,10.3389/fevo.2018.00200,Movement and Biosonar Behavior During Prey Encounters Indicate That Male Sperm Whales Switch Foraging Strategy With Depth,journal-article,Isojunno,"Saana Isojunno, Patrick J. O. Miller"
Frontiers in Genetics,2022-04-25,10.3389/fgene.2022.795355,Non-Lethal Sampling Supports Integrative Movement Research in Freshwater Fish,journal-article,Thorstensen,"Matt J. Thorstensen, Carolyn A. Vandervelde, William S. Bugg, Sonya Michaleski, Linh Vo, Theresa E. Mackey, Michael J. Lawrence, Ken M. Jeffries"
Frontiers in Marine Science,2017-12-15,10.3389/fmars.2017.00414,Foraging Behavior and Energetics of Albatrosses in Contrasting Breeding Environments,journal-article,Antolos,"Michelle Antolos, Scott A. Shaffer, Henri Weimerskirch, Yann Tremblay, Daniel P. Costa"
Frontiers in Marine Science,2018-12-17,10.3389/fmars.2018.00455,Future Research Directions on the “Elusive” White Shark,journal-article,Huveneers,"Charlie Huveneers, Kirin Apps, Edgar E. Becerril-García, Barry Bruce, Paul A. Butcher, Aaron B. Carlisle, Taylor K. Chapple, Heather M. Christiansen, Geremy Cliff, Tobey H. Curtis, Toby S. Daly-Engel, Heidi Dewar, Matt L. Dicken, Michael L. Domeier, Clinton A. J. Duffy, Richard Ford, Malcolm P. Francis, Georgia C. A. French, Felipe Galván-Magaña, Emiliano García-Rodríguez, Enrico Gennari, Brittany Graham, Barry Hayden, Edgar Mauricio Hoyos-Padilla, Nigel E. Hussey, Oliver J. D. Jewell, Salvador J. Jorgensen, Alison A. Kock, Christopher G. Lowe, Kady Lyons, Lauren Meyer, Gregg Oelofse, Erick C. Oñate-González, Herman Oosthuizen, John B. O’Sullivan, Kristopher Ramm, Gregory Skomal, Sean Sloan, Malcolm J. Smale, Oscar Sosa-Nishizaki, Emilio Sperone, Elena Tamburin, Alison V. Towner, Michelle A. Wcisel, Kevin C. Weng, Jonathan M. Werry"
Frontiers in Marine Science,2019-01-25,10.3389/fmars.2018.00514,Future Directions in Research on Beaked Whales,journal-article,Hooker,"Sascha K. Hooker, Natacha Aguilar De Soto, Robin W. Baird, Emma L. Carroll, Diane Claridge, Laura Feyrer, Patrick J. O. Miller, Aubrie Onoufriou, Greg Schorr, Eilidh Siegal, Hal Whitehead"
Frontiers in Marine Science,2019-05-22,10.3389/fmars.2019.00256,Estimating Space Use of Mobile Fishes in a Large Marine Protected Area With Methodological Considerations in Acoustic Array Design,journal-article,Carlisle,"Aaron B. Carlisle, David Tickler, Jonathan J. Dale, Francesco Ferretti, David J. Curnick, Taylor K. Chapple, Robert J. Schallert, Michael Castleton, Barbara A. Block"
Frontiers in Marine Science,2020-11-06,10.3389/fmars.2020.582933,Environmental and Biological Factors Influencing Dispersal of Neonate Leatherback Turtles (Dermochelys coriacea) From an Endangered Costa Rican Nesting Population,journal-article,Barbour,"Nicole Barbour, George L. Shillinger, Aimee L. Hoover, Sean A. Williamson, Victoria J. Coles, Dong Liang, William F. Fagan, Helen Bailey"
Frontiers in Marine Science,2021-06-23,10.3389/fmars.2021.688010,High-Throughput Tracking of Social Networks in Marine Fish Populations,journal-article,Aspillaga,"Eneko Aspillaga, Robert Arlinghaus, Martina Martorell-Barceló, Margarida Barcelo-Serra, Josep Alós"
Frontiers in Marine Science,2021-12-01,10.3389/fmars.2021.744506,Year-Round Movements of Sooty Terns (Onychoprion fuscatus) Nesting Within One of the Atlantic’s Largest Marine Protected Areas,journal-article,Reynolds,"S. James Reynolds, Colin P. Wearn, B. John Hughes, Roger C. Dickey, Lucy J. H. Garrett, Sean Walls, Fay T. Hughes, Nicola Weber, Sam B. Weber, Eliza H. K. Leat, Kenickie Andrews, Jaime A. Ramos, Vitor H. Paiva"
Frontiers in Marine Science,2022-03-30,10.3389/fmars.2022.730428,Risk and Reward in Foraging Migrations of North Pacific Albacore Determined From Estimates of Energy Intake and Movement Costs,journal-article,Muhling,"Barbara A. Muhling, Stephanie Snyder, Elliott L. Hazen, Rebecca E. Whitlock, Heidi Dewar, Jong-Yeon Park, Charles A. Stock, Barbara A. Block"
Frontiers in Marine Science,2022-05-25,10.3389/fmars.2022.864694,Aerial Drones Reveal the Dynamic Structuring of Sea Turtle Breeding Aggregations and Minimum Survey Effort Required to Capture Climatic and Sex-Specific Effects,journal-article,Dickson,"Liam C. D. Dickson, Hannah Tugwell, Kostas A. Katselidis, Gail Schofield"
Frontiers in Physiology,2019-02-19,10.3389/fphys.2019.00128,Using Respiratory Sinus Arrhythmia to Estimate Inspired Tidal Volume in the Bottlenose Dolphin (Tursiops truncatus),journal-article,Cauture,"Fabien Cauture, Blair Sterba-Boatwright, Julie Rocho-Levine, Craig Harms, Stefan Miedler, Andreas Fahlman"
Frontiers in Physiology,2019-09-20,10.3389/fphys.2019.01199,Natural Tolerance to Ischemia and Hypoxemia in Diving Mammals: A Review,journal-article,Allen,"Kaitlin N. Allen, José Pablo Vázquez-Medina"
Animals,2020-11-13,10.3390/ani10112109,Urban Hedgehog Behavioural Responses to Temporary Habitat Disturbance versus Permanent Fragmentation,journal-article,Berger,"Anne Berger, Leon M. F. Barthel, Wanja Rast, Heribert Hofer, Pierre Gras"
Animals,2019-07-19,10.3390/ani9070455,Music Festival Makes Hedgehogs Move: How Individuals Cope Behaviorally in Response to Human-Induced Stressors,journal-article,Rast,"Wanja Rast, Leon M.F. Barthel, Anne Berger"
Ecologies,2022-09-26,10.3390/ecologies3040031,Unsupervised Ethograms of a Vulnerable Bird Species: The Red-Footed Falcon in Northern Italy,journal-article,Ferrarini,"Alessandro Ferrarini, Marco Gustin"
Journal of Marine Science and Engineering,2021-07-23,10.3390/jmse9080793,Critical In-Water Habitats for Post-Nesting Sea Turtles from the Southern Gulf of Mexico,journal-article,Uribe-Martínez,"Abigail Uribe-Martínez, María de los Angeles Liceaga-Correa, Eduardo Cuevas"
Sensors,2021-01-07,10.3390/s21020326,Design of Deployment Strategies to Monitor the Movement of Animals with Passive Electronic Devices,journal-article,Kazimierski,"Laila D. Kazimierski, Jorge P. Rodríguez, Víctor M. Eguíluz"
Japanese Journal of Ornithology,2019-05-13,10.3838/jjo.68.29,Determination of on-water and feeding activities of Black-footed Albatrosses using acceleration and images,journal-article,TSUKAMOTO,"Shouta TSUKAMOTO, Bungo NISHIZAWA, Fumio SATO, Naoki TOMITA, Yutaka WATANUKI"
Primate Biology,2017-07-10,10.5194/pb-4-143-2017,Estimation of baboon daily travel distances by means of point sampling &amp;#8211; the magnitude of underestimation,journal-article,Sennhenn-Reulen,"Holger Sennhenn-Reulen, Langhalima Diedhiou, Matthias Klapproth, Dietmar Zinner"
Ardea,2022-07-06,10.5253/arde.v109i2.a19,GPS-Tracking of Great Cormorants Phalacrocorax carbo sinensis Reveals Sex-Specific Differences in Foraging Behaviour,journal-article,Fijn,"Ruben C. Fijn, Job W. de Jong, Jeroen Adema, Peter W. van Horssen, Martin J.M. Poot, Stef van Rijn, Mennobart R. van Eerden, Theo J. Boudewijn"
eLife,2017-01-31,10.7554/elife.19505,Habitat and social factors shape individual decisions and emergent group structure during baboon collective movement,journal-article,Strandburg-Peshkin,"Ariana Strandburg-Peshkin, Damien R Farine, Margaret C Crofoot, Iain D Couzin"
PeerJ,2015-08-20,10.7717/peerj.1205,Low relative error in consumer-grade GPS units make them ideal for measuring small-scale animal movement patterns,journal-article,Breed,"Greg A. Breed, Paul M. Severns"
PeerJ,2014-09-11,10.7717/peerj.544,Modelling foraging movements of diving predators: a theoretical study exploring the effect of heterogeneous landscapes on foraging efficiency,journal-article,Chimienti,"Marianna Chimienti, Kamil A. Bartoń, Beth E. Scott, Justin M.J. Travis"
Ecological Applications,2018-02-08,10.1002/eap.1697,Applying network theory to animal movements to identify properties of landscape space use,journal-article,Bastille‐Rousseau,"Guillaume Bastille‐Rousseau, Iain Douglas‐Hamilton, Stephen Blake, Joseph M. Northrup, George Wittemyer"
Ecological Applications,2019-12-24,10.1002/eap.2068,Oceanographic drivers of winter habitat use in Cassin’s Auklets,journal-article,Johns,"Michael E. Johns, Pete Warzybok, Jaime Jahncke, Mark Lindberg, Greg A. Breed"
Ecology and Evolution,2016-08-03,10.1002/ece3.2359,Improving the accuracy of estimates of animal path and travel distance using GPS drift-corrected dead reckoning,journal-article,Dewhirst,"Oliver P. Dewhirst, Hannah K. Evans, Kyle Roskilly, Richard J. Harvey, Tatjana Y. Hubel, Alan M. Wilson"
Ecology and Evolution,2017-12-13,10.1002/ece3.3726,"Diving behavior in a free-living, semi-aquatic herbivore, the Eurasian beaver<i>Castor fiber</i>",journal-article,Graf,"Patricia Maria Graf, Rory Paul Wilson, Lea Cohen Sanchez, Klaus Hacklӓnder, Frank Rosell"
Ecology and Evolution,2021-03-13,10.1002/ece3.7129,A new approach to assessing the space use behavior of macroinvertebrates by automated video tracking,journal-article,Shokri,"Milad Shokri, Francesco Cozzoli, Mario Ciotti, Vojsava Gjoni, Vanessa Marrocco, Fabio Vignes, Alberto Basset"
Ecosphere,2022-06-04,10.1002/ecs2.4072,Interpreting long‐distance movements of non‐migratory golden eagles: Prospecting and nomadism?,journal-article,Poessel,"Sharon A. Poessel, Brian Woodbridge, Brian W. Smith, Robert K. Murphy, Bryan E. Bedrosian, Douglas A. Bell, David Bittner, Peter H. Bloom, Ross H. Crandall, Robert Domenech, Robert N. Fisher, Patricia K. Haggerty, Steven J. Slater, Jeff A. Tracey, James W. Watson, Todd E. Katzner"
Environmetrics,2014-11-25,10.1002/env.2319,An autoregressive model to describe fishing vessel movement and activity,journal-article,Gloaguen,"P. Gloaguen, S. Mahévas, E. Rivot, M. Woillez, J. Guitton, Y. Vermard, M. P. Etienne"
Frontiers in Ecology and the Environment,2019-11-04,10.1002/fee.2125,Marine top predators as climate and ecosystem sentinels,journal-article,Hazen,"Elliott L Hazen, Briana Abrahms, Stephanie Brodie, Gemma Carroll, Michael G Jacox, Matthew S Savoca, Kylie L Scales, William J Sydeman, Steven J Bograd"
Journal of Geophysical Research: Biogeosciences,2013-07-19,10.1002/jgrg.20096,In search of greener pastures: Using satellite images to predict the effects of environmental change on zebra migration,journal-article,Bartlam-Brooks,"Hattie L. A. Bartlam-Brooks, Pieter S. A. Beck, Gil Bohrer, Stephen Harris"
Journal of Morphology,2018-09-08,10.1002/jmor.20846,Allometric scaling of morphology and engulfment capacity in rorqual whales,journal-article,Kahane‐Rapport,"Shirel R. Kahane‐Rapport, Jeremy A. Goldbogen"
Journal of Morphology,2021-07-06,10.1002/jmor.21395,Comparative morphology of the spinal cord and associated vasculature in shallow versus deep diving cetaceans,journal-article,Rowlands,"Carrie E. Rowlands, William A. McLellan, Sentiel A. Rommel, Alexander M. Costidis, Kara E. Yopak, Heather N. Koopman, Hillary L. Glandon, D. Ann Pabst"
North American Journal of Fisheries Management,2020-09-02,10.1002/nafm.10504,Assigning Fates in Telemetry Studies Using Hidden Markov Models: an Application to Deepwater Groupers Released with Descender Devices,journal-article,Runde,"Brendan J. Runde, Théo Michelot, Nathan M. Bacheler, Kyle W. Shertzer, Jeffrey A. Buckel"
"Reviews: Methods and Technologies in Fish Biology and Fisheries,Tagging and Tracking of Marine Animals with Electronic Devices",2009-05-13,10.1007/978-1-4020-9640-2_14,Harnessing the Sun: Testing a Novel Attachment Method to Record Fine Scale Movements in Ocean Sunfish (Mola mola),book-chapter,Houghton,"Jonathon D.R. Houghton, Nikolai Liebsch, Thomas K. Doyle, Adrian C. Gleiss, Martin K.S. Lilley, Rory P. Wilson, Graeme C. Hays"
"Biosonar,Springer Handbook of Auditory Research",2014-07-18,10.1007/978-1-4614-9146-0_9,Echolocation in Air and Water,book-chapter,Madsen,"Peter Teglberg Madsen, Annemarie Surlykke"
"Ethology and Behavioral Ecology of Odontocetes,Ethology and Behavioral Ecology of Marine Mammals",2019-08-02,10.1007/978-3-030-16663-2_3,Social Ecology of Feeding in an Open Ocean,book-chapter,Vaughn-Hirshorn,Robin Vaughn-Hirshorn
"CIM Series in Mathematical Sciences,Mathematics of Energy and Climate Change",2015-07-29,10.1007/978-3-319-16121-1_20,From Ice to Penguins: The Role of Mathematics in Antarctic Research,book-chapter,Xavier,"José C. Xavier, S. L. Hill, M. Belchier, T. J. Bracegirdle, E. J. Murphy, J. Lopes Dias"
Aeroecology,2018-03-23,10.1007/978-3-319-68576-2_8,Facing the Wind: The Aeroecology of Vertebrate Migrants,book-chapter,Liechti,"Felix Liechti, Liam P. McGuire"
"Lecture Notes in Mathematics,Dispersal, Individual Movement and Spatial Ecology",2013-03-21,10.1007/978-3-642-35497-7_3,Beyond Optimal Searching: Recent Developments in the Modelling of Animal Movement Patterns as Lévy Walks,book-chapter,Reynolds,Andy Reynolds
Marine Biology,2009-12-28,10.1007/s00227-009-1367-y,Correlating seabird movements with ocean winds: linking satellite telemetry with ocean scatterometry,journal-article,Adams,"Josh Adams, Stephanie Flora"
Marine Biology,2013-12-18,10.1007/s00227-013-2368-4,Foraging movements and habitat niche of two closely related seabirds breeding in sympatry,journal-article,Afán,"Isabel Afán, Joan Navarro, Laura Cardador, Francisco Ramírez, Akiko Kato, Beneharo Rodríguez, Yan Ropert-Coudert, Manuela G. Forero"
Marine Biology,2014-04-02,10.1007/s00227-014-2416-8,Ontogenetic shift in foraging habit of ocean sunfish Mola mola from dietary and behavioral studies,journal-article,Nakamura,"Itsumi Nakamura, Katsufumi Sato"
Marine Biology,2014-06-06,10.1007/s00227-014-2464-0,Diel vertical movements of adult male dolphinfish (Coryphaena hippurus) in the western central Atlantic as determined by use of pop-up satellite archival transmitters,journal-article,Merten,"Wessley Merten, Richard Appeldoorn, Roberto Rivera, Donald Hammond"
Marine Biology,2015-06-18,10.1007/s00227-015-2681-1,Moving northward: comparison of the foraging effort of Magellanic penguins from three colonies of northern Patagonia,journal-article,Gómez-Laich,"Agustina Gómez-Laich, Rory P. Wilson, Juan Emilio Sala, Agustín Luzenti, Flavio Quintana"
Marine Biology,2016-06-17,10.1007/s00227-016-2922-y,Changes in behaviour drive inter-annual variability in the at-sea distribution of northern gannets,journal-article,Warwick-Evans,"V. Warwick-Evans, P. W. Atkinson‎, J. P. Y. Arnould, R. Gauvain, L. Soanes, L. A. Robinson, J. A. Green"
Marine Biology,2017-02-27,10.1007/s00227-017-3094-0,Seascape modeling of southern giant petrels from Patagonia during different life-cycles,journal-article,Blanco,"Gabriela S. Blanco, Noela Sánchez-Carnero, Juan Pablo Pisoni, Flavio Quintana"
Marine Biology,2017-10-23,10.1007/s00227-017-3240-8,Feeding and foraging ecology of Trindade petrels Pterodroma arminjoniana during the breeding period in the South Atlantic Ocean,journal-article,Leal,"Gustavo R. Leal, Robert W. Furness, Rona A. R. McGill, Roberta A. Santos, Leandro Bugoni"
Marine Biology,2018-04-30,10.1007/s00227-018-3346-7,Environmental drivers of harbour porpoise fine-scale movements,journal-article,van Beest,"Floris M. van Beest, Jonas Teilmann, Rune Dietz, Anders Galatius, Lonnie Mikkelsen, Dominique Stalder, Signe Sveegaard, Jacob Nabe-Nielsen"
Marine Biology,2018-12-08,10.1007/s00227-018-3453-5,Oceanic nomad or coastal resident? Behavioural switching in the shortfin mako shark (Isurus oxyrinchus),journal-article,Francis,"Malcolm P. Francis, Mahmood S. Shivji, Clinton A. J. Duffy, Paul J. Rogers, Michael E. Byrne, Bradley M. Wetherbee, Scott C. Tindale, Warrick S. Lyon, Megan M. Meyers"
Marine Biology,2020-08-28,10.1007/s00227-020-03711-z,Behavioural adjustments during foraging in two diving seabirds: king and macaroni penguins,journal-article,Tessier,"Eugénie Tessier, Charles-André Bost"
Marine Biology,2020-07-26,10.1007/s00227-020-03735-5,Telemetry reveals strong effects of offshore wind farms on behaviour and habitat use of common guillemots (Uria aalge) during the breeding season,journal-article,Peschko,"Verena Peschko, Moritz Mercker, Stefan Garthe"
Marine Biology,2020-04-02,10.1007/s00227-020-3672-4,Seabirds as environmental indicators: foraging behaviour and ecophysiology of common diving petrels (Pelecanoides urinatrix) reflect local-scale differences in prey availability,journal-article,Dunphy,"B. J. Dunphy, S. I. Vickers, J. Zhang, R. L. Sagar, T. J. Landers, S. J. Bury, A. J. R. Hickey, M. J. Rayner"
Marine Biology,2021-06-19,10.1007/s00227-021-03916-w,Ancillary data from animal-borne cameras as an ecological survey tool for marine communities,journal-article,Chapple,"T. K. Chapple, D. Tickler, R. C. Roche, D. T. I. Bayley, A. C. Gleiss, P. E. Kanive, O. J. D. Jewell, S. J. Jorgensen, R. Schallert, A. B. Carlisle, J. Sannassy Pilly, S. Andrzejaczek, M. Wikelski, N. E. Hussey, B. A. Block"
Marine Biology,2021-07-24,10.1007/s00227-021-03938-4,"Individual variability in habitat, migration routes and niche used by Trindade petrels, Pterodroma arminjoniana",journal-article,Leal,"Gustavo R. Leal, Leandro Bugoni"
Behavioral Ecology and Sociobiology,2018-02-02,10.1007/s00265-018-2447-0,Contrasting aspects of tailwinds and asymmetrical response to crosswinds in soaring migrants,journal-article,Becciu,"Paolo Becciu, Michele Panuccio, Carlo Catoni, Giacomo Dell’Omo, Nir Sapir"
