PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
35177194,Predictors of Left Main Coronary Artery Disease in the ISCHEMIA Trial,"Senior R, Reynolds HR, Min JK, Berman DS, Picard MH, Chaitman BR, Shaw LJ, Page CB, Govindan SC, Lopez-Sendon J, Peteiro J, Wander GS, Drozdz J, Marin-Neto J, Selvanayagam JB, Newman JD, Thuaire C, Christopher J, Jang JJ, Kwong RY, Bangalore S, Stone GW, O'Brien SM, Boden WE, Maron DJ, Hochman JS; ISCHEMIA Research Group.",J Am Coll Cardiol. 2022 Feb 22;79(7):651-661. doi: 10.1016/j.jacc.2021.11.052.,Senior R,J Am Coll Cardiol,2022,2/18/22,PMC8875308,NIHMS1767313,10.1016/j.jacc.2021.11.052
10308309,Telephone biotelemetry,Suthasinekul S.,J Clin Eng. 1978 Apr-Jun;3(2):137-44. doi: 10.1097/00004669-197804000-00006.,Suthasinekul S,J Clin Eng,1978,3/13/78,,,10.1097/00004669-197804000-00006
30612677,Temperature and depth profiles of Chinook salmon and the energetic costs of their long-distance homing migrations,"Keefer ML, Clabough TS, Jepson MA, Bowerman T, Caudill CC.",J Therm Biol. 2019 Jan;79:155-165. doi: 10.1016/j.jtherbio.2018.12.011. Epub 2018 Dec 11.,Keefer ML,J Therm Biol,2019,1/8/19,,,10.1016/j.jtherbio.2018.12.011
33841179,Chronic Intermittent Hypobaric Hypoxia Decreases High Blood Pressure by Stabilizing the Vascular Renin-Angiotensin System in Spontaneously Hypertensive Rats,"Chen H, Yu B, Guo X, Hua H, Cui F, Guan Y, Tian Y, Zhang X, Zhang Y, Ma H.",Front Physiol. 2021 Mar 24;12:639454. doi: 10.3389/fphys.2021.639454. eCollection 2021.,Chen H,Front Physiol,2021,4/12/21,PMC8024534,,10.3389/fphys.2021.639454
25982471,Validating a human biotelemetry system for use in captive blue wildebeest (Connochaetes taurinus),"Laubscher LL, Hoffman LC, Pitts NI, Raath JP.",Zoo Biol. 2015 Jul-Aug;34(4):321-7. doi: 10.1002/zoo.21222. Epub 2015 May 17.,Laubscher LL,Zoo Biol,2015,5/19/15,,,10.1002/zoo.21222
16902799,New role of the trigeminal nerve as a neuronal pathway signaling brain in acute periodontitis: participation of local prostaglandins,"Navarro VP, Iyomasa MM, Leite-Panissi CR, Almeida MC, Branco LG.",Pflugers Arch. 2006 Oct;453(1):73-82. doi: 10.1007/s00424-006-0113-2. Epub 2006 Aug 11.,Navarro VP,Pflugers Arch,2006,8/12/06,,,10.1007/s00424-006-0113-2
25669144,Finding our way: On the sharing and reuse of animal telemetry data in Australasia,"Campbell HA, Beyer HL, Dennis TE, Dwyer RG, Forester JD, Fukuda Y, Lynch C, Hindell MA, Menke N, Morales JM, Richardson C, Rodgers E, Taylor G, Watts ME, Westcott DA.",Sci Total Environ. 2015 Nov 15;534:79-84. doi: 10.1016/j.scitotenv.2015.01.089. Epub 2015 Feb 7.,Campbell HA,Sci Total Environ,2015,2/12/15,,,10.1016/j.scitotenv.2015.01.089
29907166,Comparison of Serial Blood Collection by Facial Vein and Retrobulbar Methods in C57BL/6 Mice,"Frohlich JR, Alarcón CN, Toarmino CR, Sunseri AK, Hockman TM.",J Am Assoc Lab Anim Sci. 2018 Jul 1;57(4):382-391. doi: 10.30802/AALAS-JAALAS-17-000134. Epub 2018 Jun 15.,Frohlich JR,J Am Assoc Lab Anim Sci,2018,6/17/18,PMC6059217,,10.30802/AALAS-JAALAS-17-000134
17523165,Assessment of circadian rhythms throughout the menstrual cycle of female rhesus monkeys,"Barger LK, Hoban-Higgins TM, Fuller CA.",Am J Primatol. 2008 Jan;70(1):19-25. doi: 10.1002/ajp.20451.,Barger LK,Am J Primatol,2008,5/25/07,,,10.1002/ajp.20451
1234514,Telemetered epidural pressure,"de JONG DA, Ouden AH, van de Boon TA, Yeskoot F, Maas A.",Biotelemetry. 1975;2(5):257-64.,de JONG DA,Biotelemetry,1975,1/1/75,,,
16701280,Biotelemetry: a mechanistic approach to ecology,"Cooke SJ, Hinch SG, Wikelski M, Andrews RD, Kuchel LJ, Wolcott TG, Butler PJ.",Trends Ecol Evol. 2004 Jun;19(6):334-43. doi: 10.1016/j.tree.2004.04.003.,Cooke SJ,Trends Ecol Evol,2004,5/17/06,,,10.1016/j.tree.2004.04.003
15579566,Role of nitric oxide in tolerance to lipopolysaccharide in mice,"Dias MB, Almeida MC, Carnio EC, Branco LG.",J Appl Physiol (1985). 2005 Apr;98(4):1322-7. doi: 10.1152/japplphysiol.01243.2004. Epub 2004 Dec 3.,Dias MB,J Appl Physiol (1985),2005,12/8/04,,,10.1152/japplphysiol.01243.2004
23853319,Design of a Tunable All-Digital UWB Pulse Generator CMOS Chip for Wireless Endoscope,"Chul Kim, Nooshabadi S.",IEEE Trans Biomed Circuits Syst. 2010 Apr;4(2):118-24. doi: 10.1109/TBCAS.2009.2037490.,Chul Kim,IEEE Trans Biomed Circuits Syst,2010,7/16/13,,,10.1109/TBCAS.2009.2037490
24746025,Neonatal capsaicin treatment in rats affects TRPV1-related noxious heat sensation and circadian body temperature rhythm,"Jeong KY, Seong J.",J Neurol Sci. 2014 Jun 15;341(1-2):58-63. doi: 10.1016/j.jns.2014.03.054. Epub 2014 Apr 3.,Jeong KY,J Neurol Sci,2014,4/22/14,,,10.1016/j.jns.2014.03.054
31995922,The effect of peer contact upon physiological response to maternal separation,"Caine N, Reite M.",Am J Primatol. 1981;1(3):271-276. doi: 10.1002/ajp.1350010304.,Caine N,Am J Primatol,1981,1/31/20,,,10.1002/ajp.1350010304
22692865,Miniature implantable antennas for biomedical telemetry: from simulation to realization,"Kiourti A, Costa JR, Fernandes CA, Santiago AG, Nikita KS.",IEEE Trans Biomed Eng. 2012 Nov;59(11):3140-7. doi: 10.1109/TBME.2012.2202659. Epub 2012 Jun 5.,Kiourti A,IEEE Trans Biomed Eng,2012,6/14/12,,,10.1109/TBME.2012.2202659
18189243,Physiological and behavioral effects of social introduction on adult male rhesus macaques,"Doyle LA, Baker KC, Cox LD.",Am J Primatol. 2008 Jun;70(6):542-50. doi: 10.1002/ajp.20526.,Doyle LA,Am J Primatol,2008,1/15/08,PMC2863312,NIHMS184686,10.1002/ajp.20526
15331376,Heat stress induces a biphasic thermoregulatory response in mice,"Leon LR, DuBose DA, Mason CW.",Am J Physiol Regul Integr Comp Physiol. 2005 Jan;288(1):R197-204. doi: 10.1152/ajpregu.00046.2004. Epub 2004 Aug 26.,Leon LR,Am J Physiol Regul Integr Comp Physiol,2005,8/28/04,,,10.1152/ajpregu.00046.2004
25449547,Using UHF proximity loggers to quantify male-female interactions: a scoping study of estrous activity in cattle,"O'Neill CJ, Bishop-Hurley GJ, Williams PJ, Reid DJ, Swain DL.",Anim Reprod Sci. 2014 Dec 10;151(1-2):1-8. doi: 10.1016/j.anireprosci.2014.09.017. Epub 2014 Oct 8.,O'Neill CJ,Anim Reprod Sci,2014,12/3/14,,,10.1016/j.anireprosci.2014.09.017
20063165,"Simultaneous biologging of heart rate and acceleration, and their relationships with energy expenditure in free-swimming sockeye salmon (Oncorhynchus nerka)","Clark TD, Sandblom E, Hinch SG, Patterson DA, Frappell PB, Farrell AP.",J Comp Physiol B. 2010 Jun;180(5):673-84. doi: 10.1007/s00360-009-0442-5. Epub 2010 Jan 10.,Clark TD,J Comp Physiol B,2010,1/12/10,,,10.1007/s00360-009-0442-5
26361728,"Repeated administration of phytocannabinoid Δ(9)-THC or synthetic cannabinoids JWH-018 and JWH-073 induces tolerance to hypothermia but not locomotor suppression in mice, and reduces CB1 receptor expression and function in a brain region-specific manner","Tai S, Hyatt WS, Gu C, Franks LN, Vasiljevik T, Brents LK, Prather PL, Fantegrossi WE.",Pharmacol Res. 2015 Dec;102:22-32. doi: 10.1016/j.phrs.2015.09.006. Epub 2015 Sep 8.,Tai S,Pharmacol Res,2015,9/13/15,PMC4684449,NIHMS726110,10.1016/j.phrs.2015.09.006
16714035,Thermoregulatory role of inducible nitric oxide synthase in lipopolysaccharide-induced hypothermia,"Saia RS, Carnio EC.",Life Sci. 2006 Sep 5;79(15):1473-8. doi: 10.1016/j.lfs.2006.04.010. Epub 2006 Apr 26.,Saia RS,Life Sci,2006,5/23/06,,,10.1016/j.lfs.2006.04.010
2309941,Effect of gastrointestinal flora on body temperature of rats and mice,"Kluger MJ, Conn CA, Franklin B, Freter R, Abrams GD.",Am J Physiol. 1990 Feb;258(2 Pt 2):R552-7. doi: 10.1152/ajpregu.1990.258.2.R552.,Kluger MJ,Am J Physiol,1990,2/1/90,,,10.1152/ajpregu.1990.258.2.R552
25900040,Repeated psychosocial stress at night affects the circadian activity rhythm of male mice,"Bartlang MS, Oster H, Helfrich-Förster C.",J Biol Rhythms. 2015 Jun;30(3):228-41. doi: 10.1177/0748730415576192. Epub 2015 Apr 20.,Bartlang MS,J Biol Rhythms,2015,4/23/15,,,10.1177/0748730415576192
1234511,Calibration and measurement in 3-dimensional monitoring of human motion by optoelectronic means. I. Preliminaries and theoretical aspects,Woltring HJ.,Biotelemetry. 1975;2(3-4):169-96.,Woltring HJ,Biotelemetry,1975,1/1/75,,,
23551277,The synthesis and pharmacological evaluation of adamantane-derived indoles: cannabimimetic drugs of abuse,"Banister SD, Wilkinson SM, Longworth M, Stuart J, Apetz N, English K, Brooker L, Goebel C, Hibbs DE, Glass M, Connor M, McGregor IS, Kassiou M.",ACS Chem Neurosci. 2013 Jul 17;4(7):1081-92. doi: 10.1021/cn400035r. Epub 2013 Apr 17.,Banister SD,ACS Chem Neurosci,2013,4/5/13,PMC3715837,,10.1021/cn400035r
30024958,Simultaneous observation of intermittent locomotion of multiple fish by fine-scale spatiotemporal three-dimensional positioning,"Takagi J, Ichikawa K, Arai N, Miyamoto Y, Uchida K, Shoji J, Mitamura H.",PLoS One. 2018 Jul 19;13(7):e0201029. doi: 10.1371/journal.pone.0201029. eCollection 2018.,Takagi J,PLoS One,2018,7/20/18,PMC6053229,,10.1371/journal.pone.0201029
9362322,Melatonin attenuates photic disruption of circadian rhythms in Siberian hamsters,"Ruby NF, Kang T, Heller HC.",Am J Physiol. 1997 Oct;273(4):R1540-9. doi: 10.1152/ajpregu.1997.273.4.R1540.,Ruby NF,Am J Physiol,1997,11/15/97,,,10.1152/ajpregu.1997.273.4.R1540
28741242,The weakening effect of soluble epoxide hydrolase inhibitor AUDA on febrile response to lipopolysaccharide and turpentine in rat,"Piotrowski J, Jędrzejewski T, Pawlikowska M, Pacuła AJ, Ścianowski J, Kozak W.",J Physiol Biochem. 2017 Nov;73(4):551-560. doi: 10.1007/s13105-017-0584-y. Epub 2017 Jul 24.,Piotrowski J,J Physiol Biochem,2017,7/26/17,PMC5653702,,10.1007/s13105-017-0584-y
3111943,Age and protein malnutrition: effects on the febrile response,"Bradley SF, Kluger MJ, Kauffman CA.",Gerontology. 1987;33(2):99-108. doi: 10.1159/000212859.,Bradley SF,Gerontology,1987,1/1/87,,,10.1159/000212859
15448878,"Cardiovascular responses to locomotor activity and feeding in unrestrained three-toed sloths, Bradypus variegatus","Duarte DP, Jaguaribe AM, Pedrosa MA, Clementino AC, Barbosa AA, Silva AF, Gilmore DP, Da Costa CP.",Braz J Med Biol Res. 2004 Oct;37(10):1557-61. doi: 10.1590/s0100-879x2004001000016. Epub 2004 Sep 22.,Duarte DP,Braz J Med Biol Res,2004,9/28/04,,,10.1590/s0100-879x2004001000016
10794511,The amount of free corticosterone is increased during lipopolysaccharide-induced fever,"Cabrera R, Korte SM, Lentjes EG, Romijn F, Schönbaum E, De Nicola A, De Kloet ER.",Life Sci. 2000;66(7):553-62. doi: 10.1016/s0024-3205(99)00628-1.,Cabrera R,Life Sci,2000,5/4/00,,,10.1016/s0024-3205(99)00628-1
21683095,Continuous monitoring of hypothalamic neurotransmitters and thermoregulatory responses in exercising rats,"Hasegawa H, Takatsu S, Ishiwata T, Tanaka H, Sarre S, Meeusen R.",J Neurosci Methods. 2011 Nov 15;202(2):119-23. doi: 10.1016/j.jneumeth.2011.05.024. Epub 2011 Jun 12.,Hasegawa H,J Neurosci Methods,2011,6/21/11,,,10.1016/j.jneumeth.2011.05.024
22574029,Biotelemetric monitoring of brain neurochemistry in conscious rats using microsensors and biosensors,"Calia G, Rocchitta G, Migheli R, Puggioni G, Spissu Y, Bazzu G, Mazzarello V, Lowry JP, O'Neill RD, Desole MS, Serra PA.",Sensors (Basel). 2009;9(4):2511-23. doi: 10.3390/s90402511. Epub 2009 Apr 14.,Calia G,Sensors (Basel),2009,5/11/12,PMC3348796,,10.3390/s90402511
7648515,Body temperature regulation in rats near term of pregnancy,Fewell JE.,Can J Physiol Pharmacol. 1995 Mar;73(3):364-8. doi: 10.1139/y95-046.,Fewell JE,Can J Physiol Pharmacol,1995,3/1/95,,,10.1139/y95-046
11541303,Medical and surgical applications of space biosensor technology,Hines JW.,Acta Astronaut. 1996 Feb-Apr;38(4-8):261-7. doi: 10.1016/0094-5765(96)00025-2.,Hines JW,Acta Astronaut,1996,2/1/96,,,10.1016/0094-5765(96)00025-2
1658482,"Identification, capture, and biotelemetry of socially living monkeys",Rasmussen KL.,Lab Anim Sci. 1991 Aug;41(4):350-4.,Rasmussen KL,Lab Anim Sci,1991,8/1/91,,,
16901472,Central heme oxygenase-carbon monoxide pathway participates in the lipopolysaccharide-induced tolerance in rats,"Raffaini MS, Dias MB, Branco LG.",Brain Res. 2006 Sep 21;1111(1):83-9. doi: 10.1016/j.brainres.2006.06.102. Epub 2006 Aug 9.,Raffaini MS,Brain Res,2006,8/12/06,,,10.1016/j.brainres.2006.06.102
29210239,"Bycatch mortality of endangered coho salmon: impacts, solutions, and aboriginal perspectives","Raby GD, Donaldson MR, Nguyen VM, Taylor MK, Sopinka NM, Cook KV, Patterson DA, Robichaud D, Hinch SG, Cooke SJ.",Ecol Appl. 2014;24(7):1803-19. doi: 10.1890/13-1885.1.,Raby GD,Ecol Appl,2014,12/7/17,,,10.1890/13-1885.1
24262389,Effects of telemetric epicardial leads and ventricular catheters on arrhythmia incidence in cynomolgus monkeys,"Holdsworth DL, O'Donohue KP, Yoder JD, Gesaman JE, Dalton JA, Gauvin DV, Tilley LP, Smith FW Jr, Baird TJ.",J Pharmacol Toxicol Methods. 2014 Mar-Apr;69(2):167-76. doi: 10.1016/j.vascn.2013.11.001. Epub 2013 Nov 18.,Holdsworth DL,J Pharmacol Toxicol Methods,2014,11/23/13,,,10.1016/j.vascn.2013.11.001
28404771,Social foraging and individual consistency in following behaviour: testing the information centre hypothesis in free-ranging vultures,"Harel R, Spiegel O, Getz WM, Nathan R.",Proc Biol Sci. 2017 Apr 12;284(1852):20162654. doi: 10.1098/rspb.2016.2654.,Harel R,Proc Biol Sci,2017,4/14/17,PMC5394657,,10.1098/rspb.2016.2654
26862708,Use of Biotelemetry to Define Physiology-Based Deterioration Thresholds in a Murine Cecal Ligation and Puncture Model of Sepsis,"Lewis AJ, Yuan D, Zhang X, Angus DC, Rosengart MR, Seymour CW.",Crit Care Med. 2016 Jun;44(6):e420-31. doi: 10.1097/CCM.0000000000001615.,Lewis AJ,Crit Care Med,2016,2/11/16,PMC4868666,NIHMS745567,10.1097/CCM.0000000000001615
25339720,Nano-tags for neonates and ocean-mediated swimming behaviours linked to rapid dispersal of hatchling sea turtles,"Scott R, Biastoch A, Roder C, Stiebens VA, Eizaguirre C.",Proc Biol Sci. 2014 Dec 7;281(1796):20141209. doi: 10.1098/rspb.2014.1209.,Scott R,Proc Biol Sci,2014,10/24/14,PMC4213633,,10.1098/rspb.2014.1209
9917866,Role of IL-10 in inflammation. Studies using cytokine knockout mice,"Leon LR, Kozak W, Kluger MJ.",Ann N Y Acad Sci. 1998 Sep 29;856:69-75. doi: 10.1111/j.1749-6632.1998.tb08314.x.,Leon LR,Ann N Y Acad Sci,1998,1/26/99,,,10.1111/j.1749-6632.1998.tb08314.x
17512263,Body water balance and body temperature in vasopressin V1b receptor knockout mice,"Daikoku R, Kunitake T, Kato K, Tanoue A, Tsujimoto G, Kannan H.",Auton Neurosci. 2007 Oct 30;136(1-2):58-62. doi: 10.1016/j.autneu.2007.04.002. Epub 2007 May 18.,Daikoku R,Auton Neurosci,2007,5/22/07,,,10.1016/j.autneu.2007.04.002
31180153,"Capture, immobilization, and Global Positioning System collaring of olive baboons (Papio anubis) and vervets (Chlorocebus pygerythrus): Lessons learned and suggested best practices","Isbell LA, Bidner LR, Omondi G, Mutinda M, Matsumoto-Oda A.",Am J Primatol. 2019 Jul;81(6):e22997. doi: 10.1002/ajp.22997. Epub 2019 Jun 10.,Isbell LA,Am J Primatol,2019,6/11/19,,,10.1002/ajp.22997
8214140,Role of hypothalamic interleukin-6 and tumor necrosis factor-alpha in LPS fever in rat,"Klir JJ, Roth J, Szelényi Z, McClellan JL, Kluger MJ.",Am J Physiol. 1993 Sep;265(3 Pt 2):R512-7. doi: 10.1152/ajpregu.1993.265.3.R512.,Klir JJ,Am J Physiol,1993,9/1/93,,,10.1152/ajpregu.1993.265.3.R512
7162496,Modern patient care using biotelemetry: its potential and technical realization at present and in the future,Kimmich HP.,Med Prog Technol. 1982;9(2-3):85-93.,Kimmich HP,Med Prog Technol,1982,1/1/82,,,
27382470,Context dependency of trait repeatability and its relevance for management and conservation of fish populations,"Killen SS, Adriaenssens B, Marras S, Claireaux G, Cooke SJ.",Conserv Physiol. 2016 Mar 23;4(1):cow007. doi: 10.1093/conphys/cow007. eCollection 2016.,Killen SS,Conserv Physiol,2016,7/7/16,PMC4922260,,10.1093/conphys/cow007
9917862,IL-6 and IL-1 beta in fever. Studies using cytokine-deficient (knockout) mice,"Kozak W, Kluger MJ, Soszynski D, Conn CA, Rudolph K, Leon LR, Zheng H.",Ann N Y Acad Sci. 1998 Sep 29;856:33-47. doi: 10.1111/j.1749-6632.1998.tb08310.x.,Kozak W,Ann N Y Acad Sci,1998,1/26/99,,,10.1111/j.1749-6632.1998.tb08310.x
6841030,A biobehavioral-biotelemetry system,"Mast RT, Short R, Reite M.",ISA Trans. 1983;22(1):87-94.,Mast RT,ISA Trans,1983,1/1/83,,,
99340,Physiological correlates of maternal separation in surrogate-reared infants: a study in altered attachment bonds,"Reite M, Short R, Seiler C.",Dev Psychobiol. 1978 Sep;11(5):427-35. doi: 10.1002/dev.420110507.,Reite M,Dev Psychobiol,1978,9/1/78,,,10.1002/dev.420110507
617044,A method for the analysis of the data represented by a multiple exponential function,Yamada Y.,Biotelemetry. 1977;4(4):181-92.,Yamada Y,Biotelemetry,1977,1/1/77,,,
28792725,"Pharmacology of Cumyl-Carboxamide Synthetic Cannabinoid New Psychoactive Substances (NPS) CUMYL-BICA, CUMYL-PICA, CUMYL-5F-PICA, CUMYL-5F-PINACA, and Their Analogues","Longworth M, Banister SD, Boyd R, Kevin RC, Connor M, McGregor IS, Kassiou M.",ACS Chem Neurosci. 2017 Oct 18;8(10):2159-2167. doi: 10.1021/acschemneuro.7b00267. Epub 2017 Aug 11.,Longworth M,ACS Chem Neurosci,2017,8/10/17,,,10.1021/acschemneuro.7b00267
8304533,Lipopolysaccharide induces fever and depresses locomotor activity in unrestrained mice,"Kozak W, Conn CA, Kluger MJ.",Am J Physiol. 1994 Jan;266(1 Pt 2):R125-35. doi: 10.1152/ajpregu.1994.266.1.R125.,Kozak W,Am J Physiol,1994,1/1/94,,,10.1152/ajpregu.1994.266.1.R125
15718921,Thermoregulatory set point decreases after hemorrhage in rats,"Brown JW, Whitehurst ME, Gordon CJ, Carroll RG.",Shock. 2005 Mar;23(3):239-42.,Brown JW,Shock,2005,2/19/05,,,
10393517,Beta-adrenergic receptor subtype effects on stress fever and thermoregulation,"Mayfield KP, Soszynski D, Kozak W, Kozak A, Rudolph K, Kluger MJ.",Neuroimmunomodulation. 1999 Jul-Aug;6(4):305-17. doi: 10.1159/000026389.,Mayfield KP,Neuroimmunomodulation,1999,7/7/99,,,10.1159/000026389
24648227,Commuting fruit bats beneficially modulate their flight in relation to wind,"Sapir N, Horvitz N, Dechmann DK, Fahr J, Wikelski M.",Proc Biol Sci. 2014 Mar 19;281(1782):20140018. doi: 10.1098/rspb.2014.0018. Print 2014 May 7.,Sapir N,Proc Biol Sci,2014,3/21/14,PMC3973273,,10.1098/rspb.2014.0018
21286852,A fever-like effect of central infusion of CNTF in freely moving mice with diet-induced obesity,"Solymár M, Szelényi Z, Pétervári E.",J Mol Neurosci. 2011 Oct;45(2):212-5. doi: 10.1007/s12031-011-9497-3. Epub 2011 Feb 1.,Solymár M,J Mol Neurosci,2011,2/3/11,,,10.1007/s12031-011-9497-3
30386623,"Habitats and movement patterns of white whales Delphinapterus leucas in Svalbard, Norway in a changing climate","Vacquié-Garcia J, Lydersen C, Ims RA, Kovacs KM.",Mov Ecol. 2018 Oct 24;6:21. doi: 10.1186/s40462-018-0139-z. eCollection 2018.,Vacquié-Garcia J,Mov Ecol,2018,11/3/18,PMC6199748,,10.1186/s40462-018-0139-z
25709830,When to be discrete: the importance of time formulation in understanding animal movement,"McClintock BT, Johnson DS, Hooten MB, Ver Hoef JM, Morales JM.",Mov Ecol. 2014 Oct 15;2(1):21. doi: 10.1186/s40462-014-0021-6. eCollection 2014.,McClintock BT,Mov Ecol,2014,2/25/15,PMC4337762,,10.1186/s40462-014-0021-6
29607514,The novel use of pop-off satellite tags (PSATs) to investigate the migratory behaviour of European sea bass Dicentrarchus labrax,"O'Neill R, Ó Maoiléidigh N, McGinnity P, Bond N, Culloty S.",J Fish Biol. 2018 May;92(5):1404-1421. doi: 10.1111/jfb.13594. Epub 2018 Apr 1.,O'Neill R,J Fish Biol,2018,4/3/18,,,10.1111/jfb.13594
18788649,Sleep architecture in unrestrained rhesus monkeys (Macaca mulatta) synchronized to 24-hour light-dark cycles,"Hsieh KC, Robinson EL, Fuller CA.",Sleep. 2008 Sep;31(9):1239-50.,Hsieh KC,Sleep,2008,9/16/08,PMC2542979,,
6477083,Electromyographic amplitude normalization methods: improving their sensitivity as diagnostic tools in gait analysis,"Yang JF, Winter DA.",Arch Phys Med Rehabil. 1984 Sep;65(9):517-21.,Yang JF,Arch Phys Med Rehabil,1984,9/1/84,,,
23626943,Assessment of human random number generation for biometric verification,"Jokar E, Mikaili M.",J Med Signals Sens. 2012 Apr;2(2):82-7.,Jokar E,J Med Signals Sens,2012,4/30/13,PMC3632045,,
11065179,Effects of different serotypes of Escherichia coli lipopolysaccharides on body temperature in rats,"Dogan MD, Ataoglu H, Akarsu ES.",Life Sci. 2000 Sep 29;67(19):2319-29. doi: 10.1016/s0024-3205(00)00821-3.,Dogan MD,Life Sci,2000,11/7/00,,,10.1016/s0024-3205(00)00821-3
21127345,Fasting-induced reductions in cardiovascular and metabolic variables occur sooner in obese versus lean mice,"Tanner JM, Kearns DT, Kim BJ, Sloan C, Jia Z, Yang T, Abel ED, Symons JD.",Exp Biol Med (Maywood). 2010 Dec;235(12):1489-97. doi: 10.1258/ebm.2010.010171.,Tanner JM,Exp Biol Med (Maywood),2010,12/4/10,PMC3367312,NIHMS261854,10.1258/ebm.2010.010171
15862785,Involvement of serotoninergic receptors in the anteroventral preoptic region on hypoxia-induced hypothermia,"Gargaglioni LH, Steiner AA, Branco LG.",Brain Res. 2005 May 17;1044(1):16-24. doi: 10.1016/j.brainres.2005.02.069. Epub 2005 Apr 9.,Gargaglioni LH,Brain Res,2005,5/3/05,,,10.1016/j.brainres.2005.02.069
15205185,"The viral mimic, polyinosinic:polycytidylic acid, induces fever in rats via an interleukin-1-dependent mechanism","Fortier ME, Kent S, Ashdown H, Poole S, Boksa P, Luheshi GN.",Am J Physiol Regul Integr Comp Physiol. 2004 Oct;287(4):R759-66. doi: 10.1152/ajpregu.00293.2004. Epub 2004 Jun 17.,Fortier ME,Am J Physiol Regul Integr Comp Physiol,2004,6/19/04,,,10.1152/ajpregu.00293.2004
7503324,Thermal and behavioral effects of lipopolysaccharide and influenza in interleukin-1 beta-deficient mice,"Kozak W, Zheng H, Conn CA, Soszynski D, van der Ploeg LH, Kluger MJ.",Am J Physiol. 1995 Nov;269(5 Pt 2):R969-77. doi: 10.1152/ajpregu.1995.269.5.R969.,Kozak W,Am J Physiol,1995,11/1/95,,,10.1152/ajpregu.1995.269.5.R969
16284237,Angiotensin II hypertension is attenuated in interleukin-6 knockout mice,"Lee DL, Sturgis LC, Labazi H, Osborne JB Jr, Fleming C, Pollock JS, Manhiani M, Imig JD, Brands MW.",Am J Physiol Heart Circ Physiol. 2006 Mar;290(3):H935-40. doi: 10.1152/ajpheart.00708.2005. Epub 2005 Nov 11.,Lee DL,Am J Physiol Heart Circ Physiol,2006,11/15/05,,,10.1152/ajpheart.00708.2005
3786507,Development of the circadian rhythm of body temperature in rats,"Melanie E, Kittrell W, Satinoff E.",Physiol Behav. 1986;38(1):99-104. doi: 10.1016/0031-9384(86)90138-1.,Melanie E,Physiol Behav,1986,1/1/86,,,10.1016/0031-9384(86)90138-1
11814429,Role of the preoptic carbon monoxide pathway in endotoxin fever in rats,"Steiner AA, Branco LG.",Brain Res. 2002 Feb 8;927(1):27-34. doi: 10.1016/s0006-8993(01)03319-4.,Steiner AA,Brain Res,2002,1/30/02,,,10.1016/s0006-8993(01)03319-4
31331527,Extract from Coriolus versicolor fungus partially prevents endotoxin tolerance development by maintaining febrile response and increasing IL-6 generation,"Jędrzejewski T, Piotrowski J, Pawlikowska M, Wrotek S, Kozak W.",J Therm Biol. 2019 Jul;83:69-79. doi: 10.1016/j.jtherbio.2019.05.005. Epub 2019 May 16.,Jędrzejewski T,J Therm Biol,2019,7/24/19,,,10.1016/j.jtherbio.2019.05.005
24031056,Creating a behavioural classification module for acceleration data: using a captive surrogate for difficult to observe species,"Campbell HA, Gao L, Bidder OR, Hunter J, Franklin CE.",J Exp Biol. 2013 Dec 15;216(Pt 24):4501-6. doi: 10.1242/jeb.089805. Epub 2013 Sep 12.,Campbell HA,J Exp Biol,2013,9/14/13,,,10.1242/jeb.089805
16091403,"Long-term effects of streptozotocin-induced diabetes on the electrocardiogram, physical activity and body temperature in rats","Howarth FC, Jacobson M, Shafiullah M, Adeghate E.",Exp Physiol. 2005 Nov;90(6):827-35. doi: 10.1113/expphysiol.2005.031252. Epub 2005 Aug 9.,Howarth FC,Exp Physiol,2005,8/11/05,,,10.1113/expphysiol.2005.031252
28940881,Diagnostic yield of asymptomatic arrhythmias detected by mobile cardiac outpatient telemetry and autotrigger looping event cardiac monitors,"Derkac WM, Finkelmeier JR, Horgan DJ, Hutchinson MD.",J Cardiovasc Electrophysiol. 2017 Dec;28(12):1475-1478. doi: 10.1111/jce.13342. Epub 2017 Oct 11.,Derkac WM,J Cardiovasc Electrophysiol,2017,9/24/17,,,10.1111/jce.13342
23893203,An ultra-linear piezo-floating-gate strain-gauge for self-powered measurement of quasi-static-strain,"Sarkar P, Huang C, Chakrabartty S.",IEEE Trans Biomed Circuits Syst. 2013 Aug;7(4):437-50. doi: 10.1109/TBCAS.2012.2220764.,Sarkar P,IEEE Trans Biomed Circuits Syst,2013,7/30/13,,,10.1109/TBCAS.2012.2220764
8238613,Role of prostaglandins in exercise-induced core temperature elevation in female Sprague-Dawley rats,"Rowsey PJ, Borer KT, Kluger MJ.",Am J Physiol. 1993 Nov;265(5 Pt 2):R1121-5. doi: 10.1152/ajpregu.1993.265.5.R1121.,Rowsey PJ,Am J Physiol,1993,11/1/93,,,10.1152/ajpregu.1993.265.5.R1121
